NODE_3_length_40103_cov_8.598831	NZ_CP031601.1	74.340	530	104	28	877	1390	107820	108333	5.23e-46	196
NODE_5_length_38031_cov_38.639983	NZ_AP017566.1	91.071	56	5	0	22331	22386	44820	44875	6.74e-10	76.8
NODE_5_length_38031_cov_38.639983	NC_019735.1	97.143	35	1	0	20012	20046	7470	7504	6.79e-05	60.2
NODE_33003_length_1233_cov_4.673175	NZ_CP022424.1	82.558	86	14	1	501	585	28947	28862	7.67e-11	75.0
NODE_14_length_31359_cov_8.449591	NZ_CP017148.1	76.093	1761	367	46	21792	23525	173600	175333	0.0	870
NODE_14_length_31359_cov_8.449591	NC_012987.1	76.547	1309	262	40	21792	23079	22520	21236	0.0	675
NODE_14_length_31359_cov_8.449591	NC_008383.1	74.531	1704	354	63	21793	23456	50579	48916	0.0	669
NODE_14_length_31359_cov_8.449591	NZ_CP034812.1	75.112	1559	316	62	21811	23330	43693	45218	0.0	664
NODE_14_length_31359_cov_8.449591	NZ_CP024423.1	76.891	1203	239	32	21795	22976	228695	229879	0.0	645
NODE_14_length_31359_cov_8.449591	NZ_CP020441.2	77.021	1175	234	29	21822	22976	225319	226477	4.37e-180	641
NODE_14_length_31359_cov_8.449591	NZ_CP022670.1	73.977	1710	364	64	21793	23457	13452	15125	7.36e-173	617
NODE_14_length_31359_cov_8.449591	NZ_KY000038.1	73.769	1685	384	48	21793	23444	148358	146699	1.23e-170	610
NODE_14_length_31359_cov_8.449591	NZ_LO017728.1	73.946	1566	357	42	21792	23333	7561	9099	7.47e-163	584
NODE_14_length_31359_cov_8.449591	CP013072.1	73.563	1687	374	56	21871	23521	77060	78710	3.47e-161	579
NODE_14_length_31359_cov_8.449591	NC_002575.1	75.519	1205	264	28	21793	22983	101038	99851	3.50e-156	562
NODE_14_length_31359_cov_8.449591	NZ_CP073112.1	76.018	1130	236	31	21869	22982	119841	118731	2.11e-153	553
NODE_14_length_31359_cov_8.449591	NZ_CP073113.1	76.018	1130	236	31	21869	22982	190262	189152	2.11e-153	553
NODE_14_length_31359_cov_8.449591	NZ_CP044124.1	73.302	1693	377	55	21869	23519	115631	113972	2.11e-153	553
NODE_14_length_31359_cov_8.449591	NC_019555.1	76.018	1130	236	31	21869	22982	113524	112414	2.11e-153	553
NODE_14_length_31359_cov_8.449591	NZ_FO082821.1	75.088	1132	237	38	21869	22976	227382	226272	2.17e-133	486
NODE_14_length_31359_cov_8.449591	LR723678.1	75.088	1132	237	38	21869	22976	146161	145051	2.17e-133	486
NODE_14_length_31359_cov_8.449591	NZ_CP031468.1	72.617	1406	321	59	12100	13473	18010	16637	6.24e-109	405
NODE_14_length_31359_cov_8.449591	NZ_CP031083.1	73.727	609	120	38	12615	13203	62398	62986	8.79e-48	202
NODE_14_length_31359_cov_8.449591	NZ_CP020444.2	74.254	536	102	34	12686	13203	179092	179609	5.29e-45	193
NODE_14_length_31359_cov_8.449591	NZ_AP017899.1	75.161	467	86	23	21869	22320	209248	209699	5.29e-45	193
NODE_14_length_31359_cov_8.449591	NZ_LR134432.1	78.481	316	49	10	185	498	40942	41240	6.84e-44	189
NODE_14_length_31359_cov_8.449591	NZ_CP007048.1	78.275	313	52	14	12925	13229	248010	247706	2.46e-43	187
NODE_14_length_31359_cov_8.449591	NZ_CP040760.1	76.968	343	69	10	12128	12465	144279	144616	2.46e-43	187
NODE_14_length_31359_cov_8.449591	NZ_CP015742.1	74.473	474	101	18	6414	6877	112397	112860	2.46e-43	187
NODE_14_length_31359_cov_8.449591	NZ_CP054024.1	76.791	349	65	16	12889	13229	47166	47506	1.14e-41	182
NODE_14_length_31359_cov_8.449591	NZ_CP054035.1	77.814	311	57	12	12925	13229	129842	129538	1.14e-41	182
NODE_14_length_31359_cov_8.449591	NZ_CP050180.1	71.101	917	204	55	22446	23330	102308	103195	8.91e-38	169
NODE_14_length_31359_cov_8.449591	NZ_LR134469.1	73.372	522	112	25	22472	22978	72340	71831	8.91e-38	169
NODE_14_length_31359_cov_8.449591	NC_010865.1	76.923	312	56	14	12926	13229	37503	37806	4.15e-36	163
NODE_14_length_31359_cov_8.449591	NZ_CP048285.1	72.231	623	139	30	12926	13531	38729	39334	1.49e-35	161
NODE_14_length_31359_cov_8.449591	NZ_CP050112.1	76.452	310	61	12	12926	13229	120170	120473	1.93e-34	158
NODE_14_length_31359_cov_8.449591	NZ_CP050107.1	76.452	310	61	12	12926	13229	120171	120474	1.93e-34	158
NODE_14_length_31359_cov_8.449591	CP050517.1	76.452	310	61	12	12926	13229	269634	269937	1.93e-34	158
NODE_14_length_31359_cov_8.449591	NZ_CP049734.1	76.552	290	52	14	12926	13207	161818	161537	1.50e-30	145
NODE_14_length_31359_cov_8.449591	NZ_CP058640.1	71.478	582	143	18	22418	22986	130765	130194	3.25e-27	134
NODE_14_length_31359_cov_8.449591	NZ_CP064066.1	74.286	315	76	4	22756	23066	39222	38909	1.51e-25	128
NODE_14_length_31359_cov_8.449591	NC_008271.1	71.560	545	132	18	22450	22981	193695	193161	5.44e-25	126
NODE_14_length_31359_cov_8.449591	NZ_CP010858.1	72.632	285	61	16	26523	26800	36208	36482	1.54e-10	78.7
NODE_15_length_30969_cov_37.688458	AP017993.1	100.000	30	0	0	2496	2525	93487	93458	7.15e-04	56.5
NODE_15_length_30969_cov_37.688458	AP017993.1	100.000	29	0	0	2498	2526	93458	93486	0.003	54.7
NODE_15_length_30969_cov_37.688458	NC_020157.1	100.000	30	0	0	2497	2526	165743	165772	7.15e-04	56.5
NODE_15_length_30969_cov_37.688458	NC_020157.1	100.000	30	0	0	2497	2526	165772	165743	7.15e-04	56.5
NODE_36_length_24056_cov_8.174201	NZ_CP035709.1	72.894	3110	719	113	3373	6420	44730	47777	0.0	959
NODE_36_length_24056_cov_8.174201	NZ_CP033873.1	72.322	2782	656	95	3602	6325	264187	261462	0.0	767
NODE_36_length_24056_cov_8.174201	NZ_CP033873.1	71.589	2411	572	95	3992	6344	220782	218427	1.61e-153	553
NODE_36_length_24056_cov_8.174201	NZ_CP016024.1	71.633	3148	749	119	3343	6418	142481	139406	0.0	734
NODE_36_length_24056_cov_8.174201	NC_015974.1	72.011	2819	668	108	3587	6343	50489	53248	0.0	723
NODE_36_length_24056_cov_8.174201	NC_015595.1	72.011	2819	668	108	3587	6343	13488	10729	0.0	723
NODE_36_length_24056_cov_8.174201	CP021182.1	71.532	3042	718	128	3373	6343	18336	21300	0.0	684
NODE_36_length_24056_cov_8.174201	NZ_CP044550.1	73.071	2087	485	71	4374	6420	33902	35951	0.0	669
NODE_36_length_24056_cov_8.174201	NZ_CP068711.1	71.361	3153	730	152	3356	6420	109778	106711	0.0	660
NODE_36_length_24056_cov_8.174201	NZ_CP014169.1	72.335	2017	466	82	4356	6325	115425	113454	2.09e-152	549
NODE_36_length_24056_cov_8.174201	NZ_CP050138.1	71.264	2436	609	77	3945	6333	113549	111158	1.63e-148	536
NODE_36_length_24056_cov_8.174201	NZ_CP029986.1	71.019	2443	606	96	3943	6333	161780	159388	2.76e-136	496
NODE_36_length_24056_cov_8.174201	NZ_CP015523.1	71.773	2030	483	84	4351	6333	33183	35169	3.57e-135	492
NODE_36_length_24056_cov_8.174201	NZ_CP059321.1	71.699	1477	359	51	4888	6333	67041	65593	1.36e-94	357
NODE_36_length_24056_cov_8.174201	NZ_CP050304.1	83.333	66	11	0	7562	7627	60934	60869	1.19e-05	62.1
NODE_35107_length_1199_cov_3.569056	NC_011962.1	80.992	121	21	2	917	1036	100840	100959	5.72e-17	95.3
NODE_35107_length_1199_cov_3.569056	NZ_CP015215.1	72.727	286	72	6	917	1199	39558	39276	7.41e-16	91.6
NODE_35107_length_1199_cov_3.569056	NZ_CP051471.1	72.727	286	72	6	917	1199	54277	53995	7.41e-16	91.6
NODE_35107_length_1199_cov_3.569056	NZ_CP012964.1	72.727	286	72	6	917	1199	37465	37747	7.41e-16	91.6
NODE_35107_length_1199_cov_3.569056	CP047040.1	72.727	286	72	6	917	1199	37452	37734	7.41e-16	91.6
NODE_35107_length_1199_cov_3.569056	NZ_CP030274.1	72.727	286	72	6	917	1199	75745	75463	7.41e-16	91.6
NODE_35107_length_1199_cov_3.569056	CP047034.1	72.727	286	72	6	917	1199	37486	37768	7.41e-16	91.6
NODE_35107_length_1199_cov_3.569056	NZ_CP015291.1	72.727	286	72	6	917	1199	51824	52106	7.41e-16	91.6
NODE_43_length_22728_cov_37.065276	NC_020157.1	100.000	33	0	0	19490	19522	165773	165741	1.13e-05	62.1
NODE_43_length_22728_cov_37.065276	NC_020157.1	100.000	33	0	0	19490	19522	165742	165774	1.13e-05	62.1
NODE_43_length_22728_cov_37.065276	AP017993.1	100.000	29	0	0	19491	19519	93486	93458	0.002	54.7
NODE_43_length_22728_cov_37.065276	AP017993.1	100.000	29	0	0	19492	19520	93458	93486	0.002	54.7
NODE_45_length_22615_cov_30.916844	NC_019763.1	77.121	389	72	16	14207	14590	238440	238064	3.78e-50	209
NODE_45_length_22615_cov_30.916844	NC_019739.1	100.000	33	0	0	71	103	112225	112257	1.12e-05	62.1
NODE_21357_length_1514_cov_2.366004	NZ_CP011009.1	74.916	1495	294	64	30	1501	164574	166010	2.10e-171	608
NODE_21357_length_1514_cov_2.366004	NZ_CP069402.1	74.719	1511	305	60	11	1500	29252	30706	9.77e-170	603
NODE_21357_length_1514_cov_2.366004	NZ_CP069609.1	74.719	1511	305	60	11	1500	44135	45589	9.77e-170	603
NODE_21357_length_1514_cov_2.366004	NZ_CP069401.1	74.685	1509	306	59	11	1500	26917	28368	3.51e-169	601
NODE_21357_length_1514_cov_2.366004	NZ_CP065215.1	74.636	1510	308	58	11	1500	53225	54679	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP071477.1	74.636	1510	308	58	11	1500	7379	8833	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP071482.1	74.653	1511	306	60	11	1500	3771	5225	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP010587.1	74.636	1510	308	58	11	1500	4905	3451	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP041068.1	74.636	1510	308	58	11	1500	40271	38817	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	CP041516.1	74.636	1510	308	58	11	1500	13849	15303	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP058269.1	74.636	1510	308	58	11	1500	48537	47083	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NC_017139.1	74.636	1510	308	58	11	1500	71924	73378	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP024037.1	74.636	1510	308	58	11	1500	6411	7865	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP023319.1	74.636	1510	308	58	11	1500	3390	1936	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP048891.1	74.653	1511	306	60	11	1500	7731	9185	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP048892.1	74.636	1510	308	58	11	1500	22414	20960	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP026740.1	74.636	1510	308	58	11	1500	66756	68210	4.54e-168	597
NODE_21357_length_1514_cov_2.366004	NZ_CP018878.1	74.636	1510	306	60	11	1500	59352	57900	1.63e-167	595
NODE_21357_length_1514_cov_2.366004	NZ_CP072477.1	74.570	1510	309	58	11	1500	41708	40254	2.11e-166	592
NODE_21357_length_1514_cov_2.366004	NZ_CP071470.1	74.570	1510	309	59	11	1500	1905	3359	2.11e-166	592
NODE_21357_length_1514_cov_2.366004	NZ_CP058266.1	74.586	1511	307	60	11	1500	104345	102891	2.11e-166	592
NODE_21357_length_1514_cov_2.366004	NC_004604.2	74.570	1510	309	59	11	1500	50495	49041	2.11e-166	592
NODE_21357_length_1514_cov_2.366004	NZ_CP032535.1	74.520	1511	307	61	11	1500	32073	33526	9.84e-165	586
NODE_21357_length_1514_cov_2.366004	NZ_CP012645.1	74.376	1522	301	65	6	1500	9618	8159	3.56e-159	568
NODE_21357_length_1514_cov_2.366004	CP012859.1	74.408	1520	290	66	11	1500	17152	15702	5.96e-157	560
NODE_21357_length_1514_cov_2.366004	CP012859.1	74.408	1520	290	66	11	1500	22336	20886	5.96e-157	560
NODE_21357_length_1514_cov_2.366004	CP012859.1	74.408	1520	290	66	11	1500	27745	26295	5.96e-157	560
NODE_21357_length_1514_cov_2.366004	NZ_CP016544.1	73.927	1515	307	70	11	1500	10360	8909	1.68e-147	529
NODE_21357_length_1514_cov_2.366004	NZ_CP036061.1	73.833	1521	299	76	11	1505	454	1901	1.69e-142	512
NODE_21357_length_1514_cov_2.366004	NZ_CP010270.1	73.590	1507	308	73	21	1501	27886	26444	1.71e-137	496
NODE_21357_length_1514_cov_2.366004	NZ_CP049784.1	73.607	1508	305	76	21	1501	15327	16768	6.13e-137	494
NODE_21357_length_1514_cov_2.366004	NZ_CP049599.1	73.607	1508	305	76	21	1501	15325	16766	6.13e-137	494
NODE_21357_length_1514_cov_2.366004	NZ_CP051163.1	75.842	1039	195	37	30	1058	17	1009	6.18e-132	477
NODE_21357_length_1514_cov_2.366004	NZ_CP051163.1	75.796	1037	194	38	33	1058	3836	2846	2.87e-130	472
NODE_21357_length_1514_cov_2.366004	NZ_CP051163.1	82.374	278	47	2	1225	1501	1167	1443	8.82e-61	241
NODE_21357_length_1514_cov_2.366004	NZ_CP051163.1	82.374	278	47	2	1225	1501	2687	2411	8.82e-61	241
NODE_21357_length_1514_cov_2.366004	NZ_CP078512.1	74.953	1058	210	39	11	1058	2663	1651	3.77e-119	435
NODE_21357_length_1514_cov_2.366004	NZ_CP078512.1	81.004	279	47	4	1225	1500	1489	1214	1.49e-53	217
NODE_21357_length_1514_cov_2.366004	NZ_CP036143.1	74.291	1163	231	53	364	1505	20	1135	1.75e-117	429
NODE_21357_length_1514_cov_2.366004	NZ_CP059498.1	74.858	1058	211	39	11	1058	5822	4810	1.75e-117	429
NODE_21357_length_1514_cov_2.366004	NZ_CP059498.1	81.004	279	47	4	1225	1500	4648	4373	1.49e-53	217
NODE_21357_length_1514_cov_2.366004	NZ_CP059496.1	74.858	1058	211	39	11	1058	5822	4810	1.75e-117	429
NODE_21357_length_1514_cov_2.366004	NZ_CP059496.1	81.004	279	47	4	1225	1500	4648	4373	1.49e-53	217
NODE_21357_length_1514_cov_2.366004	NZ_CP054478.1	74.858	1058	211	39	11	1058	3432	2420	1.75e-117	429
NODE_21357_length_1514_cov_2.366004	NZ_CP054478.1	81.004	279	47	4	1225	1500	2258	1983	1.49e-53	217
NODE_21357_length_1514_cov_2.366004	CP065518.1	74.882	1063	206	46	11	1058	2795	1779	6.31e-117	427
NODE_21357_length_1514_cov_2.366004	CP065518.1	80.800	250	41	5	1254	1500	1592	1347	3.24e-45	189
NODE_21357_length_1514_cov_2.366004	CP031730.1	74.882	1063	206	46	11	1058	2771	1755	6.31e-117	427
NODE_21357_length_1514_cov_2.366004	CP031730.1	80.800	250	41	5	1254	1500	1568	1323	3.24e-45	189
NODE_21357_length_1514_cov_2.366004	NZ_CP018864.1	76.821	755	141	28	7	753	2268	1540	6.40e-107	394
NODE_21357_length_1514_cov_2.366004	NZ_CP018864.1	76.821	755	141	27	7	753	8801	8073	6.40e-107	394
NODE_21357_length_1514_cov_2.366004	NZ_CP018864.1	76.821	755	142	27	7	753	15335	14606	6.40e-107	394
NODE_21357_length_1514_cov_2.366004	CP014789.1	74.074	1053	215	43	17	1055	11256	12264	1.79e-102	379
NODE_21357_length_1514_cov_2.366004	CP014789.1	78.182	275	43	9	1225	1496	12429	12689	2.54e-36	159
NODE_21357_length_1514_cov_2.366004	NZ_LR134450.1	73.991	1065	216	45	9	1054	8815	9837	2.32e-101	375
NODE_21357_length_1514_cov_2.366004	NZ_CP028935.1	74.057	1060	210	51	11	1053	2630	1619	8.34e-101	374
NODE_21357_length_1514_cov_2.366004	NZ_LR134417.1	73.730	1024	203	49	43	1048	31121	30146	8.45e-91	340
NODE_21357_length_1514_cov_2.366004	NZ_LR134424.1	73.730	1024	203	49	43	1048	8616	7641	8.45e-91	340
NODE_21357_length_1514_cov_2.366004	NZ_LC066384.1	73.643	1013	199	49	43	1029	7760	8730	1.83e-87	329
